temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria,nivel_gas_metano_porcentaje
19.52,84.97,21.94,1246.81,2025-02-21,13:20:00,83.23,1,0.124681
18.41,80.91,22.01,4825.68,2025-02-21,13:24:00,82.63,1,0.48256800000000005
16.81,84.42,22.08,12681.69,2025-02-21,13:28:00,83.43,1,1.268169
18.93,74.01,22.14,5039.78,2025-02-21,13:32:00,83.38,1,0.5039779999999999
17.6,81.81,22.21,10413.53,2025-02-21,13:36:00,82.86,1,1.041353
21.08,82.83,22.28,2686.23,2025-02-21,13:40:00,83.75,1,0.268623
19.01,84.36,22.34,4918.38,2025-02-21,13:44:00,83.22,1,0.491838
17.83,85.76,22.41,4619.2,2025-02-21,13:48:00,82.79,1,0.46192
19.01,81.74,22.48,7987.25,2025-02-21,13:52:00,83.43,1,0.798725
20.65,79.06,22.54,6112.79,2025-02-21,13:56:00,83.4,1,0.611279
18.87,78.39,22.61,13769.79,2025-02-21,14:00:00,82.68,1,1.3769790000000002
18.53,85.7,22.68,4116.96,2025-02-21,14:04:00,83.61,1,0.411696
20.84,80.85,22.74,16511.41,2025-02-21,14:08:00,84.06,1,1.651141
21.01,80.94,22.81,4749.49,2025-02-21,14:12:00,82.35,1,0.47494899999999995
19.68,77.84,22.88,5793.87,2025-02-21,14:16:00,82.75,1,0.579387
19.93,69.34,22.94,5461.69,2025-02-21,14:20:00,82.96,1,0.5461689999999999
21.51,83.22,23.01,3153.54,2025-02-21,14:24:00,83.88,1,0.315354
18.32,80.12,23.08,9489.82,2025-02-21,14:28:00,82.32,1,0.948982
18.58,77.82,23.14,3703.5,2025-02-21,14:32:00,82.17,1,0.37035
20.13,83.28,23.21,8864.16,2025-02-21,14:36:00,82.12,1,0.886416
21.31,76.08,23.28,1958.88,2025-02-21,14:40:00,83.15,1,0.195888
22.53,81.5,23.35,4064.07,2025-02-21,14:44:00,82.14,1,0.406407
25.03,75.54,23.41,3681.67,2025-02-21,14:48:00,82.02,1,0.368167
23.96,77.47,23.48,1430.38,2025-02-21,14:52:00,82.51,1,0.143038
22.1,70.02,23.55,5058.91,2025-02-21,14:56:00,82.5,1,0.505891
22.55,82.23,23.61,13425.15,2025-02-21,15:00:00,82.83,1,1.342515
20.75,80.18,23.68,4827.43,2025-02-21,15:04:00,82.29,1,0.48274300000000003
22.89,73.82,23.75,5757.82,2025-02-21,15:08:00,82.32,1,0.575782
22.51,76.95,23.81,4990.55,2025-02-21,15:12:00,82.09,1,0.499055
23.9,65.27,23.88,8736.13,2025-02-21,15:16:00,81.44,1,0.873613
21.77,79.39,23.95,9147.15,2025-02-21,15:20:00,81.94,1,0.914715
24.62,67.92,24.01,19751.43,2025-02-21,15:24:00,82.02,1,1.975143
26.81,63.02,24.08,6917.87,2025-02-21,15:28:00,81.72,1,0.691787
23.69,66.85,24.15,3397.44,2025-02-21,15:32:00,81.11,1,0.339744
24.87,78.26,24.21,4021.79,2025-02-21,15:36:00,81.27,1,0.402179
25.61,68.44,24.28,4298.18,2025-02-21,15:40:00,81.77,1,0.42981800000000003
23.58,82.3,24.35,3816.79,2025-02-21,15:44:00,82.21,1,0.381679
24.99,69.84,24.41,15536.25,2025-02-21,15:48:00,82.53,1,1.553625
24.72,64.38,24.48,8893.72,2025-02-21,15:52:00,81.55,1,0.8893719999999999
25.04,66.85,24.55,8020.69,2025-02-21,15:56:00,81.23,1,0.8020689999999999
23.45,81.0,24.61,2848.71,2025-02-21,16:00:00,81.35,1,0.284871
25.2,71.42,24.68,9117.09,2025-02-21,16:04:00,80.97,1,0.911709
26.3,67.82,24.75,11550.09,2025-02-21,16:08:00,81.83,1,1.155009
28.35,68.28,24.81,13400.3,2025-02-21,16:12:00,82.46,1,1.3400299999999998
27.51,71.24,24.88,4016.28,2025-02-21,16:16:00,80.99,1,0.40162800000000004
30.04,70.52,24.95,14070.67,2025-02-21,16:20:00,80.69,1,1.407067
24.34,80.73,25.01,3688.67,2025-02-21,16:24:00,81.74,1,0.368867
27.76,66.56,25.08,3447.45,2025-02-21,16:28:00,81.35,1,0.34474499999999997
26.52,63.58,25.15,3092.21,2025-02-21,16:32:00,81.31,1,0.309221
30.67,61.92,25.21,5631.91,2025-02-21,16:36:00,81.88,1,0.563191
24.81,74.08,25.28,6949.79,2025-02-21,16:40:00,80.36,1,0.694979
24.88,67.86,25.35,10613.95,2025-02-21,16:44:00,80.29,1,1.061395
25.49,66.98,25.41,8283.85,2025-02-21,16:48:00,80.86,1,0.828385
22.57,77.86,25.48,8203.0,2025-02-21,16:52:00,80.92,1,0.8203
25.9,70.91,25.55,12683.43,2025-02-21,16:56:00,80.66,1,1.268343
25.55,71.83,25.61,3016.67,2025-02-21,17:00:00,82.02,1,0.301667
27.49,64.97,25.68,2194.55,2025-02-21,17:04:00,80.59,1,0.219455
28.0,66.85,25.75,8551.52,2025-02-21,17:08:00,80.41,1,0.855152
31.18,58.6,25.81,5486.06,2025-02-21,17:12:00,80.7,1,0.548606
29.45,70.28,25.88,10657.79,2025-02-21,17:16:00,81.08,1,1.065779
26.51,75.42,25.95,5824.43,2025-02-21,17:20:00,80.18,1,0.582443
25.97,61.81,26.01,3970.07,2025-02-21,17:24:00,80.42,1,0.397007
28.86,62.06,26.08,8641.85,2025-02-21,17:28:00,80.94,1,0.864185
25.35,64.5,26.15,6301.93,2025-02-21,17:32:00,80.92,1,0.630193
31.75,59.12,26.21,5837.66,2025-02-21,17:36:00,80.45,1,0.583766
30.55,63.76,26.28,22112.51,2025-02-21,17:40:00,81.5,1,2.211251
27.35,61.72,26.35,12120.01,2025-02-21,17:44:00,81.23,1,1.212001
24.96,67.95,26.41,9344.97,2025-02-21,17:48:00,79.49,1,0.9344969999999999
31.19,58.2,26.48,6438.61,2025-02-21,17:52:00,79.29,1,0.643861
28.34,68.52,26.55,6097.68,2025-02-21,17:56:00,80.49,1,0.609768
31.14,63.64,26.61,4912.04,2025-02-21,18:00:00,80.72,1,0.491204
25.56,68.06,26.68,6861.31,2025-02-21,18:04:00,79.88,1,0.686131
27.63,69.44,26.75,4339.72,2025-02-21,18:08:00,79.69,1,0.433972
28.92,63.89,26.81,2669.64,2025-02-21,18:12:00,79.48,1,0.266964
29.08,65.02,26.88,5817.3,2025-02-21,18:16:00,79.26,1,0.58173
28.16,76.12,26.95,7224.11,2025-02-21,18:20:00,80.36,1,0.7224109999999999
30.38,71.13,27.01,10715.79,2025-02-21,18:24:00,79.55,1,1.071579
27.07,62.9,27.08,3535.35,2025-02-21,18:28:00,79.84,1,0.353535
28.99,70.67,27.15,6150.88,2025-02-21,18:32:00,78.73,1,0.615088
29.58,69.69,27.21,8311.34,2025-02-21,18:36:00,80.09,1,0.831134
30.43,58.62,27.28,8199.57,2025-02-21,18:40:00,79.83,1,0.8199569999999999
30.88,67.78,27.35,15168.4,2025-02-21,18:44:00,78.82,1,1.51684
27.26,76.8,27.41,5003.13,2025-02-21,18:48:00,79.57,1,0.500313
26.49,64.65,27.48,3365.3,2025-02-21,18:52:00,79.39,1,0.33653
32.17,57.16,27.55,6421.49,2025-02-21,18:56:00,79.11,1,0.642149
30.32,69.6,27.61,5176.34,2025-02-21,19:00:00,77.84,1,0.517634
28.21,69.05,27.68,4621.92,2025-02-21,19:04:00,78.91,1,0.462192
32.85,63.49,27.75,4242.22,2025-02-21,19:08:00,79.34,1,0.42422200000000004
30.01,66.68,27.81,7274.66,2025-02-21,19:12:00,78.87,1,0.727466
32.17,63.69,27.88,3885.78,2025-02-21,19:16:00,78.98,1,0.38857800000000003
29.98,58.39,27.95,9397.47,2025-02-21,19:20:00,79.79,1,0.9397469999999999
34.0,64.24,28.01,9130.58,2025-02-21,19:24:00,78.95,1,0.913058
33.41,65.73,28.08,7693.53,2025-02-21,19:28:00,77.89,1,0.769353
29.43,64.71,28.15,3108.37,2025-02-21,19:32:00,78.8,1,0.310837
31.89,61.95,28.21,7088.14,2025-02-21,19:36:00,78.89,1,0.708814
31.25,55.47,28.28,11201.01,2025-02-21,19:40:00,78.38,1,1.120101
32.71,63.5,28.35,9826.9,2025-02-21,19:44:00,79.11,1,0.98269
28.06,70.78,28.41,9005.82,2025-02-21,19:48:00,77.96,1,0.900582
31.37,62.64,28.48,6143.47,2025-02-21,19:52:00,78.57,1,0.614347
32.12,67.45,28.55,5977.27,2025-02-21,19:56:00,77.85,1,0.597727
26.48,68.61,28.61,12325.63,2025-02-21,20:00:00,78.39,1,1.2325629999999999
27.63,71.38,28.68,7236.18,2025-02-21,20:04:00,78.84,1,0.723618
25.92,66.03,28.75,7294.4,2025-02-21,20:08:00,78.36,1,0.72944
29.45,65.71,28.81,26142.8,2025-02-21,20:12:00,78.28,1,2.61428
31.41,62.01,28.88,4990.36,2025-02-21,20:16:00,78.35,1,0.499036
32.97,61.68,28.95,1573.13,2025-02-21,20:20:00,78.33,1,0.157313
30.09,63.01,29.01,5457.2,2025-02-21,20:24:00,78.59,1,0.54572
33.18,59.57,29.08,5659.56,2025-02-21,20:28:00,78.54,1,0.565956
27.14,73.42,29.15,7187.98,2025-02-21,20:32:00,78.85,1,0.7187979999999999
26.47,68.11,29.21,8224.8,2025-02-21,20:36:00,78.17,1,0.8224799999999999
29.74,57.36,29.28,1710.66,2025-02-21,20:40:00,77.21,1,0.171066
30.58,72.87,29.35,8332.52,2025-02-21,20:44:00,78.42,1,0.833252
29.72,72.33,29.41,5884.04,2025-02-21,20:48:00,78.61,1,0.588404
25.61,65.13,29.48,5155.41,2025-02-21,20:52:00,79.12,1,0.515541
29.52,69.16,29.55,2124.24,2025-02-21,20:56:00,78.56,1,0.21242399999999997
27.05,66.91,29.61,13925.94,2025-02-21,21:00:00,77.54,1,1.392594
30.95,64.89,29.68,4658.17,2025-02-21,21:04:00,77.83,1,0.465817
30.3,66.03,29.75,9129.16,2025-02-21,21:08:00,77.55,1,0.912916
27.63,67.38,29.81,3605.99,2025-02-21,21:12:00,77.44,1,0.360599
28.43,63.44,29.88,7407.86,2025-02-21,21:16:00,77.53,1,0.740786
27.28,65.63,29.95,5223.59,2025-02-21,21:20:00,78.18,1,0.522359
29.21,61.6,30.02,8971.44,2025-02-21,21:24:00,76.69,1,0.897144
31.18,59.07,30.08,5121.78,2025-02-21,21:28:00,76.94,1,0.512178
27.23,68.81,30.15,3518.4,2025-02-21,21:32:00,78.0,1,0.35184
30.14,61.21,30.22,6078.66,2025-02-21,21:36:00,78.07,1,0.607866
28.0,71.41,30.28,5896.84,2025-02-21,21:40:00,76.96,1,0.589684
27.4,76.33,30.35,7131.79,2025-02-21,21:44:00,78.06,1,0.713179
28.7,64.06,30.42,10637.96,2025-02-21,21:48:00,77.68,1,1.063796
26.76,71.06,30.48,3078.02,2025-02-21,21:52:00,77.0,1,0.307802
27.64,71.04,30.55,10321.52,2025-02-21,21:56:00,75.87,1,1.032152
26.26,72.96,30.62,2817.11,2025-02-21,22:00:00,76.2,1,0.281711
32.5,61.63,30.68,8790.39,2025-02-21,22:04:00,76.66,1,0.8790389999999999
28.55,70.89,30.75,8957.88,2025-02-21,22:08:00,77.32,1,0.8957879999999999
26.99,71.93,30.82,4551.74,2025-02-21,22:12:00,77.27,1,0.45517399999999997
28.72,60.73,30.88,3757.52,2025-02-21,22:16:00,76.61,1,0.375752
27.97,72.4,30.95,3642.61,2025-02-21,22:20:00,76.67,1,0.364261
27.65,72.96,31.02,6462.01,2025-02-21,22:24:00,76.72,1,0.646201
29.21,62.36,31.08,9318.63,2025-02-21,22:28:00,76.58,1,0.9318629999999999
29.4,66.1,31.15,5639.3,2025-02-21,22:32:00,76.72,1,0.56393
26.71,73.35,31.22,1589.54,2025-02-21,22:36:00,76.57,1,0.15895399999999998
26.51,69.19,31.28,4390.03,2025-02-21,22:40:00,75.7,1,0.439003
27.0,74.87,31.35,4299.98,2025-02-21,22:44:00,76.38,1,0.42999799999999994
22.83,87.58,31.42,8273.91,2025-02-21,22:48:00,76.43,1,0.827391
24.28,69.65,31.48,8532.12,2025-02-21,22:52:00,76.88,1,0.8532120000000001
29.93,58.2,31.55,6782.14,2025-02-21,22:56:00,75.92,1,0.678214
30.36,65.98,31.62,10373.0,2025-02-21,23:00:00,76.39,1,1.0373
26.45,73.94,31.68,10836.59,2025-02-21,23:04:00,76.52,1,1.083659
27.97,66.89,31.75,4564.96,2025-02-21,23:08:00,76.11,1,0.456496
27.31,76.3,31.82,3627.52,2025-02-21,23:12:00,75.26,1,0.362752
32.72,54.23,31.88,5907.47,2025-02-21,23:16:00,76.59,1,0.590747
28.67,70.46,31.95,6789.04,2025-02-21,23:20:00,76.41,1,0.678904
26.04,67.91,32.02,4438.76,2025-02-21,23:24:00,76.1,1,0.44387600000000005
24.25,82.23,32.08,30093.81,2025-02-21,23:28:00,75.96,1,3.0093810000000003
22.81,85.75,32.15,13539.78,2025-02-21,23:32:00,75.0,1,1.3539780000000001
26.28,66.74,32.22,4203.63,2025-02-21,23:36:00,76.23,1,0.420363
24.22,70.92,32.28,3220.85,2025-02-21,23:40:00,76.53,1,0.322085
22.75,80.18,32.35,4011.18,2025-02-21,23:44:00,75.18,1,0.401118
24.15,71.83,32.42,10978.69,2025-02-21,23:48:00,76.36,1,1.097869
23.14,75.07,32.48,11139.08,2025-02-21,23:52:00,76.2,1,1.113908
28.52,67.34,32.55,13652.61,2025-02-21,23:56:00,75.02,1,1.365261
26.76,60.26,32.62,3595.09,2025-02-22,00:00:00,75.34,1,0.359509
24.83,72.68,32.68,8301.91,2025-02-22,00:04:00,74.79,1,0.830191
27.65,65.07,32.75,3795.12,2025-02-22,00:08:00,75.41,1,0.379512
24.69,70.49,32.82,15413.68,2025-02-22,00:12:00,75.61,1,1.541368
22.66,83.23,32.88,3677.22,2025-02-22,00:16:00,74.68,1,0.367722
27.27,62.81,32.95,2844.0,2025-02-22,00:20:00,75.48,1,0.2844
25.15,76.35,33.02,3145.24,2025-02-22,00:24:00,75.56,1,0.31452399999999997
21.83,75.86,33.08,6202.59,2025-02-22,00:28:00,75.51,1,0.620259
23.37,73.55,33.15,9317.66,2025-02-22,00:32:00,75.36,1,0.931766
21.83,81.2,33.22,8967.6,2025-02-22,00:36:00,74.47,1,0.89676
20.65,80.72,33.28,3231.23,2025-02-22,00:40:00,74.98,1,0.323123
25.11,75.19,33.35,4939.82,2025-02-22,00:44:00,75.16,1,0.493982
26.91,74.48,33.42,4566.08,2025-02-22,00:48:00,75.67,1,0.456608
20.13,78.15,33.48,2986.62,2025-02-22,00:52:00,74.89,1,0.298662
23.88,71.12,33.55,4507.55,2025-02-22,00:56:00,75.05,1,0.450755
21.29,72.64,33.62,13350.09,2025-02-22,01:00:00,74.32,1,1.3350090000000001
21.44,73.71,33.68,2777.69,2025-02-22,01:04:00,74.16,1,0.277769
21.06,93.15,33.75,7129.87,2025-02-22,01:08:00,74.05,1,0.712987
20.35,85.7,33.82,13538.77,2025-02-22,01:12:00,74.43,1,1.353877
22.01,70.24,33.88,13134.55,2025-02-22,01:16:00,75.62,1,1.3134549999999998
20.07,73.28,33.95,15881.11,2025-02-22,01:20:00,74.34,1,1.588111
22.11,79.25,34.02,7553.46,2025-02-22,01:24:00,74.67,1,0.755346
21.29,80.8,34.08,8218.76,2025-02-22,01:28:00,74.72,1,0.821876
20.74,81.63,34.15,4579.77,2025-02-22,01:32:00,73.84,1,0.457977
19.23,79.88,34.22,2765.37,2025-02-22,01:36:00,74.12,1,0.276537
19.72,79.8,34.28,5751.07,2025-02-22,01:40:00,74.6,1,0.5751069999999999
22.21,78.33,34.35,11850.95,2025-02-22,01:44:00,74.45,1,1.185095
21.53,78.14,34.42,1700.0,2025-02-22,01:48:00,73.19,1,0.17
18.39,71.31,34.48,4715.5,2025-02-22,01:52:00,74.43,1,0.47155
20.37,78.29,34.55,8709.27,2025-02-22,01:56:00,73.81,1,0.870927
21.5,73.49,34.62,6310.35,2025-02-22,02:00:00,73.77,1,0.631035
16.49,86.15,34.68,12737.41,2025-02-22,02:04:00,74.19,1,1.273741
20.74,93.82,34.75,11156.41,2025-02-22,02:08:00,74.7,1,1.1156409999999999
18.15,84.61,34.82,2607.2,2025-02-22,02:12:00,73.79,1,0.26072
20.44,77.77,34.88,6635.87,2025-02-22,02:16:00,74.43,1,0.663587
17.6,88.21,34.95,3987.46,2025-02-22,02:20:00,73.07,1,0.398746
15.34,89.4,35.02,3960.45,2025-02-22,02:24:00,73.8,1,0.396045
15.53,88.81,35.08,2723.32,2025-02-22,02:28:00,73.42,1,0.272332
18.7,84.98,35.15,7307.36,2025-02-22,02:32:00,73.78,1,0.7307359999999999
18.96,91.85,35.22,12913.73,2025-02-22,02:36:00,73.44,1,1.2913729999999999
16.45,79.66,35.28,7698.91,2025-02-22,02:40:00,72.87,1,0.769891
19.37,83.31,35.35,2644.29,2025-02-22,02:44:00,73.04,1,0.26442899999999997
14.6,83.47,35.42,6131.26,2025-02-22,02:48:00,72.62,1,0.6131260000000001
17.62,86.35,35.48,8543.18,2025-02-22,02:52:00,72.73,1,0.854318
15.16,82.67,35.55,5870.51,2025-02-22,02:56:00,73.58,1,0.587051
16.11,83.75,35.62,7630.65,2025-02-22,03:00:00,73.16,1,0.763065
17.34,82.52,35.68,4204.37,2025-02-22,03:04:00,73.35,1,0.420437
15.36,91.85,35.75,5482.2,2025-02-22,03:08:00,74.09,1,0.5482199999999999
16.14,90.38,35.82,5287.26,2025-02-22,03:12:00,72.99,1,0.528726
18.76,75.64,35.88,14346.55,2025-02-22,03:16:00,73.4,1,1.434655
15.43,87.14,35.95,3371.17,2025-02-22,03:20:00,73.05,1,0.337117
18.09,79.32,36.02,1841.89,2025-02-22,03:24:00,74.37,1,0.18418900000000002
13.99,82.72,36.08,13817.58,2025-02-22,03:28:00,71.43,1,1.381758
17.15,83.19,36.15,6817.81,2025-02-22,03:32:00,72.53,1,0.6817810000000001
18.82,80.23,36.22,3005.63,2025-02-22,03:36:00,73.16,1,0.300563
10.83,100.0,36.28,10643.31,2025-02-22,03:40:00,72.41,1,1.064331
14.02,91.13,36.35,8885.36,2025-02-22,03:44:00,73.02,1,0.8885360000000001
16.61,78.19,36.42,15753.66,2025-02-22,03:48:00,72.66,1,1.575366
14.9,84.83,36.48,7151.82,2025-02-22,03:52:00,73.07,1,0.715182
15.89,91.27,36.55,22535.56,2025-02-22,03:56:00,72.02,1,2.253556
13.79,99.75,36.62,5941.61,2025-02-22,04:00:00,72.62,1,0.5941609999999999
15.02,79.54,36.69,8907.69,2025-02-22,04:04:00,72.72,1,0.890769
14.39,79.02,36.75,9670.56,2025-02-22,04:08:00,72.5,1,0.9670559999999999
16.89,94.02,36.82,4912.5,2025-02-22,04:12:00,72.46,1,0.49125
14.92,89.57,36.89,4824.69,2025-02-22,04:16:00,72.94,1,0.482469
14.94,83.25,36.95,9794.84,2025-02-22,04:20:00,71.45,1,0.979484
13.3,92.73,37.02,2898.72,2025-02-22,04:24:00,72.3,1,0.28987199999999996
13.01,77.31,37.09,4052.05,2025-02-22,04:28:00,71.58,1,0.40520500000000004
12.98,90.55,37.15,5864.84,2025-02-22,04:32:00,72.51,1,0.586484
14.5,89.9,37.22,15492.02,2025-02-22,04:36:00,71.67,1,1.549202
12.73,95.53,37.29,9811.28,2025-02-22,04:40:00,70.8,1,0.9811280000000001
14.02,83.9,37.35,6703.31,2025-02-22,04:44:00,72.38,1,0.670331
17.46,84.24,37.42,4671.52,2025-02-22,04:48:00,71.8,1,0.46715200000000007
14.92,82.99,37.49,19218.53,2025-02-22,04:52:00,72.06,1,1.9218529999999998
12.4,92.67,37.55,6187.26,2025-02-22,04:56:00,72.55,1,0.618726
15.33,82.53,37.62,4069.82,2025-02-22,05:00:00,71.97,1,0.406982
11.99,89.97,37.69,21433.63,2025-02-22,05:04:00,71.82,1,2.143363
8.61,92.11,37.75,2996.56,2025-02-22,05:08:00,71.66,1,0.299656
10.55,97.43,37.82,13249.98,2025-02-22,05:12:00,71.06,1,1.324998
8.71,100.0,37.89,6477.11,2025-02-22,05:16:00,71.48,1,0.6477109999999999
11.64,91.37,37.95,9822.35,2025-02-22,05:20:00,72.52,1,0.9822350000000001
12.27,91.79,38.02,8814.41,2025-02-22,05:24:00,71.3,1,0.881441
15.47,79.55,38.09,9744.07,2025-02-22,05:28:00,71.36,1,0.974407
12.67,89.5,38.15,22618.42,2025-02-22,05:32:00,72.01,1,2.2618419999999997
11.47,92.54,38.22,20568.63,2025-02-22,05:36:00,70.57,1,2.056863
13.47,100.0,38.29,4219.79,2025-02-22,05:40:00,71.6,1,0.421979
7.29,93.51,38.35,8631.01,2025-02-22,05:44:00,70.44,1,0.863101
12.08,99.19,38.42,2333.26,2025-02-22,05:48:00,71.39,1,0.23332600000000003
13.06,95.39,38.49,10384.83,2025-02-22,05:52:00,71.12,1,1.038483
8.47,98.7,38.55,11846.97,2025-02-22,05:56:00,71.39,1,1.184697
13.63,98.35,38.62,1948.91,2025-02-22,06:00:00,70.53,1,0.194891
11.93,93.96,38.69,6365.87,2025-02-22,06:04:00,70.72,1,0.636587
10.34,96.44,38.75,9841.76,2025-02-22,06:08:00,71.27,1,0.984176
12.36,91.2,38.82,7942.83,2025-02-22,06:12:00,70.63,1,0.794283
15.55,92.79,38.89,3071.53,2025-02-22,06:16:00,71.21,1,0.307153
11.3,98.53,38.95,3253.48,2025-02-22,06:20:00,70.89,1,0.325348
11.36,89.83,39.02,5945.73,2025-02-22,06:24:00,70.51,1,0.5945729999999999
9.88,88.59,39.09,4997.14,2025-02-22,06:28:00,70.53,1,0.49971400000000005
9.03,95.44,39.15,5278.99,2025-02-22,06:32:00,70.64,1,0.527899
12.32,87.51,39.22,2867.69,2025-02-22,06:36:00,70.48,1,0.286769
8.89,96.35,39.29,6595.82,2025-02-22,06:40:00,70.9,1,0.659582
10.69,100.0,39.35,15643.73,2025-02-22,06:44:00,70.3,1,1.564373
9.53,93.41,39.42,3161.13,2025-02-22,06:48:00,70.15,1,0.31611300000000003
11.39,92.69,39.49,5677.31,2025-02-22,06:52:00,70.84,1,0.567731
11.05,93.71,39.55,9234.94,2025-02-22,06:56:00,70.12,1,0.923494
12.42,95.62,39.62,2557.15,2025-02-22,07:00:00,70.01,1,0.255715
9.28,84.85,39.69,6649.86,2025-02-22,07:04:00,68.99,1,0.664986
9.72,92.39,39.75,11679.36,2025-02-22,07:08:00,69.67,1,1.167936
8.26,98.66,39.82,3547.89,2025-02-22,07:12:00,69.72,1,0.35478899999999997
9.3,100.0,39.89,7040.87,2025-02-22,07:16:00,69.81,1,0.704087
10.91,91.18,39.95,11191.73,2025-02-22,07:20:00,69.67,1,1.119173
11.64,83.16,40.02,21989.51,2025-02-22,07:24:00,70.48,1,2.1989509999999997
8.25,100.0,40.09,6837.79,2025-02-22,07:28:00,69.55,1,0.683779
11.81,89.1,40.15,4219.98,2025-02-22,07:32:00,69.53,1,0.42199799999999993
12.77,84.9,40.22,4242.66,2025-02-22,07:36:00,69.91,1,0.424266
10.86,90.58,40.29,2825.15,2025-02-22,07:40:00,69.23,1,0.282515
13.78,88.41,40.35,16443.09,2025-02-22,07:44:00,70.52,1,1.644309
8.47,94.28,40.42,10810.53,2025-02-22,07:48:00,70.09,1,1.081053
7.52,87.7,40.49,3310.58,2025-02-22,07:52:00,69.05,1,0.331058
6.44,100.0,40.55,4099.98,2025-02-22,07:56:00,70.09,1,0.409998
12.99,96.89,40.62,6791.57,2025-02-22,08:00:00,70.15,1,0.679157
11.31,96.29,40.69,11662.24,2025-02-22,08:04:00,68.91,1,1.166224
9.89,89.47,40.75,8733.84,2025-02-22,08:08:00,68.85,1,0.873384
10.57,93.13,40.82,8246.58,2025-02-22,08:12:00,69.08,1,0.824658
7.77,98.31,40.89,7355.63,2025-02-22,08:16:00,68.63,1,0.735563
14.93,90.6,40.95,3423.67,2025-02-22,08:20:00,68.89,1,0.34236700000000003
10.31,97.87,41.02,6858.92,2025-02-22,08:24:00,69.03,1,0.6858920000000001
10.29,90.89,41.09,16082.0,2025-02-22,08:28:00,69.44,1,1.6082
11.55,93.09,41.15,2838.25,2025-02-22,08:32:00,69.18,1,0.283825
11.09,95.66,41.22,16230.11,2025-02-22,08:36:00,69.01,1,1.623011
10.6,100.0,41.29,4595.16,2025-02-22,08:40:00,68.79,1,0.459516
8.6,100.0,41.35,2883.31,2025-02-22,08:44:00,68.33,1,0.288331
11.16,97.2,41.42,5047.14,2025-02-22,08:48:00,69.23,1,0.504714
14.02,89.39,41.49,5622.91,2025-02-22,08:52:00,69.17,1,0.562291
12.99,97.57,41.55,6293.41,2025-02-22,08:56:00,68.53,1,0.629341
13.53,91.76,41.62,5573.79,2025-02-22,09:00:00,68.23,1,0.557379
9.36,91.65,41.69,6508.22,2025-02-22,09:04:00,69.51,1,0.650822
8.46,100.0,41.75,7167.84,2025-02-22,09:08:00,68.81,1,0.716784
10.24,98.13,41.82,6956.82,2025-02-22,09:12:00,68.83,1,0.695682
10.66,91.8,41.89,8250.82,2025-02-22,09:16:00,68.8,1,0.825082
12.79,88.42,41.95,8543.79,2025-02-22,09:20:00,67.93,1,0.8543790000000001
7.28,100.0,42.02,8672.33,2025-02-22,09:24:00,69.23,1,0.867233
13.79,91.64,42.09,9966.16,2025-02-22,09:28:00,68.23,1,0.996616
10.48,95.27,42.15,4350.11,2025-02-22,09:32:00,68.8,1,0.435011
10.01,96.54,42.22,4440.54,2025-02-22,09:36:00,69.06,1,0.444054
8.91,100.0,42.29,11754.02,2025-02-22,09:40:00,68.32,1,1.175402
7.7,100.0,42.35,5170.41,2025-02-22,09:44:00,67.64,1,0.517041
12.74,91.85,42.42,6124.72,2025-02-22,09:48:00,66.94,1,0.612472
11.32,97.73,42.49,5818.48,2025-02-22,09:52:00,68.11,1,0.5818479999999999
8.67,91.83,42.55,21603.91,2025-02-22,09:56:00,68.21,1,2.160391
8.75,98.87,42.62,3970.66,2025-02-22,10:00:00,67.74,1,0.397066
10.76,100.0,42.69,3933.19,2025-02-22,10:04:00,68.05,1,0.39331900000000003
14.86,86.62,42.75,6561.33,2025-02-22,10:08:00,68.15,1,0.656133
11.09,89.12,42.82,5925.98,2025-02-22,10:12:00,68.38,1,0.592598
8.7,93.68,42.89,3384.2,2025-02-22,10:16:00,67.72,1,0.33842
11.32,87.58,42.95,6263.05,2025-02-22,10:20:00,67.76,1,0.626305
11.36,89.03,43.02,6675.63,2025-02-22,10:24:00,67.64,1,0.667563
6.62,98.22,43.09,4908.08,2025-02-22,10:28:00,67.7,1,0.49080799999999997
12.01,84.96,43.15,6057.37,2025-02-22,10:32:00,67.38,1,0.605737
11.77,92.43,43.22,4201.88,2025-02-22,10:36:00,67.32,1,0.420188
13.73,93.91,43.29,3403.32,2025-02-22,10:40:00,67.31,1,0.340332
16.15,81.23,43.36,5185.75,2025-02-22,10:44:00,67.56,1,0.518575
14.82,95.36,43.42,3679.57,2025-02-22,10:48:00,67.01,1,0.36795700000000003
12.15,94.33,43.49,3094.14,2025-02-22,10:52:00,67.16,1,0.30941399999999997
10.59,99.26,43.56,2342.67,2025-02-22,10:56:00,68.24,1,0.234267
18.08,79.6,43.62,7531.39,2025-02-22,11:00:00,67.73,1,0.753139
13.17,94.51,43.69,5101.28,2025-02-22,11:04:00,66.76,1,0.510128
13.21,84.73,43.76,11849.82,2025-02-22,11:08:00,67.62,1,1.184982
13.26,94.56,43.82,5346.22,2025-02-22,11:12:00,67.45,1,0.534622
13.84,90.11,43.89,7520.46,2025-02-22,11:16:00,67.03,1,0.752046
13.28,92.84,43.96,4569.06,2025-02-22,11:20:00,66.68,1,0.45690600000000003
12.56,85.28,44.02,6492.6,2025-02-22,11:24:00,66.57,1,0.6492600000000001
