temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria,ciclo_bateria
24.96,67.95,26.41,0.93,2025-01-19,17:48:00,79.49,1
31.19,58.2,26.48,0.64,2025-01-19,17:52:00,79.29,1
28.34,68.52,26.55,0.61,2025-01-19,17:56:00,80.49,1
31.14,63.64,26.61,0.49,2025-01-19,18:00:00,80.72,1
25.56,68.06,26.68,0.69,2025-01-19,18:04:00,79.88,1
27.63,69.44,26.75,0.43,2025-01-19,18:08:00,79.69,1
28.92,63.89,26.81,0.27,2025-01-19,18:12:00,79.48,1
29.08,65.02,26.88,0.58,2025-01-19,18:16:00,79.26,1
28.16,76.12,26.95,0.72,2025-01-19,18:20:00,80.36,1
30.38,71.13,27.01,1.07,2025-01-19,18:24:00,79.55,1
27.07,62.9,27.08,0.35,2025-01-19,18:28:00,79.84,1
28.99,70.67,27.15,0.62,2025-01-19,18:32:00,78.73,1
29.58,69.69,27.21,0.83,2025-01-19,18:36:00,80.09,1
30.43,58.62,27.28,0.82,2025-01-19,18:40:00,79.83,1
30.88,67.78,27.35,1.52,2025-01-19,18:44:00,78.82,1
27.26,76.8,27.41,0.5,2025-01-19,18:48:00,79.57,1
26.49,64.65,27.48,0.34,2025-01-19,18:52:00,79.39,1
32.17,57.16,27.55,0.64,2025-01-19,18:56:00,79.11,1
30.32,69.6,27.61,0.52,2025-01-19,19:00:00,77.84,1
28.21,69.05,27.68,0.46,2025-01-19,19:04:00,78.91,1
32.85,63.49,27.75,0.42,2025-01-19,19:08:00,79.34,1
30.01,66.68,27.81,0.73,2025-01-19,19:12:00,78.87,1
32.17,63.69,27.88,0.39,2025-01-19,19:16:00,78.98,1
29.98,58.39,27.95,0.94,2025-01-19,19:20:00,79.79,1
34.0,64.24,28.01,0.91,2025-01-19,19:24:00,78.95,1
33.41,65.73,28.08,0.77,2025-01-19,19:28:00,77.89,1
29.43,64.71,28.15,0.31,2025-01-19,19:32:00,78.8,1
31.89,61.95,28.21,0.71,2025-01-19,19:36:00,78.89,1
31.25,55.47,28.28,1.12,2025-01-19,19:40:00,78.38,1
32.71,63.5,28.35,0.98,2025-01-19,19:44:00,79.11,1
28.06,70.78,28.41,0.9,2025-01-19,19:48:00,77.96,1
31.37,62.64,28.48,0.61,2025-01-19,19:52:00,78.57,1
32.12,67.45,28.55,0.6,2025-01-19,19:56:00,77.85,1
26.48,68.61,28.61,1.23,2025-01-19,20:00:00,78.39,1
27.63,71.38,28.68,0.72,2025-01-19,20:04:00,78.84,1
25.92,66.03,28.75,0.73,2025-01-19,20:08:00,78.36,1
29.45,65.71,28.81,2.61,2025-01-19,20:12:00,78.28,1
31.41,62.01,28.88,0.5,2025-01-19,20:16:00,78.35,1
32.97,61.68,28.95,0.16,2025-01-19,20:20:00,78.33,1
30.09,63.01,29.01,0.55,2025-01-19,20:24:00,78.59,1
33.18,59.57,29.08,0.57,2025-01-19,20:28:00,78.54,1
27.14,73.42,29.15,0.72,2025-01-19,20:32:00,78.85,1
26.47,68.11,29.21,0.82,2025-01-19,20:36:00,78.17,1
29.74,57.36,29.28,0.17,2025-01-19,20:40:00,77.21,1
30.58,72.87,29.35,0.83,2025-01-19,20:44:00,78.42,1
29.72,72.33,29.41,0.59,2025-01-19,20:48:00,78.61,1
25.61,65.13,29.48,0.52,2025-01-19,20:52:00,79.12,1
29.52,69.16,29.55,0.21,2025-01-19,20:56:00,78.56,1
27.05,66.91,29.61,1.39,2025-01-19,21:00:00,77.54,1
30.95,64.89,29.68,0.47,2025-01-19,21:04:00,77.83,1
30.3,66.03,29.75,0.91,2025-01-19,21:08:00,77.55,1
27.63,67.38,29.81,0.36,2025-01-19,21:12:00,77.44,1
28.43,63.44,29.88,0.74,2025-01-19,21:16:00,77.53,1
27.28,65.63,29.95,0.52,2025-01-19,21:20:00,78.18,1
29.21,61.6,30.02,0.9,2025-01-19,21:24:00,76.69,1
31.18,59.07,30.08,0.51,2025-01-19,21:28:00,76.94,1
27.23,68.81,30.15,0.35,2025-01-19,21:32:00,78.0,1
30.14,61.21,30.22,0.61,2025-01-19,21:36:00,78.07,1
28.0,71.41,30.28,0.59,2025-01-19,21:40:00,76.96,1
27.4,76.33,30.35,0.71,2025-01-19,21:44:00,78.06,1
28.7,64.06,30.42,1.06,2025-01-19,21:48:00,77.68,1
26.76,71.06,30.48,0.31,2025-01-19,21:52:00,77.0,1
27.64,71.04,30.55,1.03,2025-01-19,21:56:00,75.87,1
26.26,72.96,30.62,0.28,2025-01-19,22:00:00,76.2,1
32.5,61.63,30.68,0.88,2025-01-19,22:04:00,76.66,1
28.55,70.89,30.75,0.9,2025-01-19,22:08:00,77.32,1
26.99,71.93,30.82,0.46,2025-01-19,22:12:00,77.27,1
28.72,60.73,30.88,0.38,2025-01-19,22:16:00,76.61,1
27.97,72.4,30.95,0.36,2025-01-19,22:20:00,76.67,1
27.65,72.96,31.02,0.65,2025-01-19,22:24:00,76.72,1
29.21,62.36,31.08,0.93,2025-01-19,22:28:00,76.58,1
29.4,66.1,31.15,0.56,2025-01-19,22:32:00,76.72,1
26.71,73.35,31.22,0.16,2025-01-19,22:36:00,76.57,1
26.51,69.19,31.28,0.44,2025-01-19,22:40:00,75.7,1
27.0,74.87,31.35,0.43,2025-01-19,22:44:00,76.38,1
22.83,87.58,31.42,0.83,2025-01-19,22:48:00,76.43,1
24.28,69.65,31.48,0.85,2025-01-19,22:52:00,76.88,1
29.93,58.2,31.55,0.68,2025-01-19,22:56:00,75.92,1
30.36,65.98,31.62,1.04,2025-01-19,23:00:00,76.39,1
26.45,73.94,31.68,1.08,2025-01-19,23:04:00,76.52,1
27.97,66.89,31.75,0.46,2025-01-19,23:08:00,76.11,1
27.31,76.3,31.82,0.36,2025-01-19,23:12:00,75.26,1
32.72,54.23,31.88,0.59,2025-01-19,23:16:00,76.59,1
28.67,70.46,31.95,0.68,2025-01-19,23:20:00,76.41,1
26.04,67.91,32.02,0.44,2025-01-19,23:24:00,76.1,1
24.25,82.23,32.08,3.01,2025-01-19,23:28:00,75.96,1
22.81,85.75,32.15,1.35,2025-01-19,23:32:00,75.0,1
26.28,66.74,32.22,0.42,2025-01-19,23:36:00,76.23,1
24.22,70.92,32.28,0.32,2025-01-19,23:40:00,76.53,1
22.75,80.18,32.35,0.4,2025-01-19,23:44:00,75.18,1
24.15,71.83,32.42,1.1,2025-01-19,23:48:00,76.36,1
23.14,75.07,32.48,1.11,2025-01-19,23:52:00,76.2,1
28.52,67.34,32.55,1.37,2025-01-19,23:56:00,75.02,1
26.76,60.26,32.62,0.36,2025-01-20,00:00:00,75.34,1
24.83,72.68,32.68,0.83,2025-01-20,00:04:00,74.79,1
27.65,65.07,32.75,0.38,2025-01-20,00:08:00,75.41,1
24.69,70.49,32.82,1.54,2025-01-20,00:12:00,75.61,1
22.66,83.23,32.88,0.37,2025-01-20,00:16:00,74.68,1
27.27,62.81,32.95,0.28,2025-01-20,00:20:00,75.48,1
25.15,76.35,33.02,0.31,2025-01-20,00:24:00,75.56,1
21.83,75.86,33.08,0.62,2025-01-20,00:28:00,75.51,1
23.37,73.55,33.15,0.93,2025-01-20,00:32:00,75.36,1
21.83,81.2,33.22,0.9,2025-01-20,00:36:00,74.47,1
20.65,80.72,33.28,0.32,2025-01-20,00:40:00,74.98,1
25.11,75.19,33.35,0.49,2025-01-20,00:44:00,75.16,1
26.91,74.48,33.42,0.46,2025-01-20,00:48:00,75.67,1
20.13,78.15,33.48,0.3,2025-01-20,00:52:00,74.89,1
23.88,71.12,33.55,0.45,2025-01-20,00:56:00,75.05,1
21.29,72.64,33.62,1.34,2025-01-20,01:00:00,74.32,1
21.44,73.71,33.68,0.28,2025-01-20,01:04:00,74.16,1
21.06,93.15,33.75,0.71,2025-01-20,01:08:00,74.05,1
20.35,85.7,33.82,1.35,2025-01-20,01:12:00,74.43,1
22.01,70.24,33.88,1.31,2025-01-20,01:16:00,75.62,1
20.07,73.28,33.95,1.59,2025-01-20,01:20:00,74.34,1
22.11,79.25,34.02,0.76,2025-01-20,01:24:00,74.67,1
21.29,80.8,34.08,0.82,2025-01-20,01:28:00,74.72,1
20.74,81.63,34.15,0.46,2025-01-20,01:32:00,73.84,1
19.23,79.88,34.22,0.28,2025-01-20,01:36:00,74.12,1
19.72,79.8,34.28,0.58,2025-01-20,01:40:00,74.6,1
22.21,78.33,34.35,1.19,2025-01-20,01:44:00,74.45,1
21.53,78.14,34.42,0.17,2025-01-20,01:48:00,73.19,1
18.39,71.31,34.48,0.47,2025-01-20,01:52:00,74.43,1
20.37,78.29,34.55,0.87,2025-01-20,01:56:00,73.81,1
21.5,73.49,34.62,0.63,2025-01-20,02:00:00,73.77,1
16.49,86.15,34.68,1.27,2025-01-20,02:04:00,74.19,1
20.74,93.82,34.75,1.12,2025-01-20,02:08:00,74.7,1
18.15,84.61,34.82,0.26,2025-01-20,02:12:00,73.79,1
20.44,77.77,34.88,0.66,2025-01-20,02:16:00,74.43,1
17.6,88.21,34.95,0.4,2025-01-20,02:20:00,73.07,1
15.34,89.4,35.02,0.4,2025-01-20,02:24:00,73.8,1
15.53,88.81,35.08,0.27,2025-01-20,02:28:00,73.42,1
18.7,84.98,35.15,0.73,2025-01-20,02:32:00,73.78,1
18.96,91.85,35.22,1.29,2025-01-20,02:36:00,73.44,1
16.45,79.66,35.28,0.77,2025-01-20,02:40:00,72.87,1
19.37,83.31,35.35,0.26,2025-01-20,02:44:00,73.04,1
14.6,83.47,35.42,0.61,2025-01-20,02:48:00,72.62,1
17.62,86.35,35.48,0.85,2025-01-20,02:52:00,72.73,1
15.16,82.67,35.55,0.59,2025-01-20,02:56:00,73.58,1
16.11,83.75,35.62,0.76,2025-01-20,03:00:00,73.16,1
17.34,82.52,35.68,0.42,2025-01-20,03:04:00,73.35,1
15.36,91.85,35.75,0.55,2025-01-20,03:08:00,74.09,1
16.14,90.38,35.82,0.53,2025-01-20,03:12:00,72.99,1
18.76,75.64,35.88,1.43,2025-01-20,03:16:00,73.4,1
15.43,87.14,35.95,0.34,2025-01-20,03:20:00,73.05,1
18.09,79.32,36.02,0.18,2025-01-20,03:24:00,74.37,1
13.99,82.72,36.08,1.38,2025-01-20,03:28:00,71.43,1
17.15,83.19,36.15,0.68,2025-01-20,03:32:00,72.53,1
18.82,80.23,36.22,0.3,2025-01-20,03:36:00,73.16,1
10.83,100.0,36.28,1.06,2025-01-20,03:40:00,72.41,1
14.02,91.13,36.35,0.89,2025-01-20,03:44:00,73.02,1
16.61,78.19,36.42,1.58,2025-01-20,03:48:00,72.66,1
14.9,84.83,36.48,0.72,2025-01-20,03:52:00,73.07,1
15.89,91.27,36.55,2.25,2025-01-20,03:56:00,72.02,1
13.79,99.75,36.62,0.59,2025-01-20,04:00:00,72.62,1
15.02,79.54,36.69,0.89,2025-01-20,04:04:00,72.72,1
14.39,79.02,36.75,0.97,2025-01-20,04:08:00,72.5,1
16.89,94.02,36.82,0.49,2025-01-20,04:12:00,72.46,1
14.92,89.57,36.89,0.48,2025-01-20,04:16:00,72.94,1
14.94,83.25,36.95,0.98,2025-01-20,04:20:00,71.45,1
13.3,92.73,37.02,0.29,2025-01-20,04:24:00,72.3,1
13.01,77.31,37.09,0.41,2025-01-20,04:28:00,71.58,1
12.98,90.55,37.15,0.59,2025-01-20,04:32:00,72.51,1
14.5,89.9,37.22,1.55,2025-01-20,04:36:00,71.67,1
12.73,95.53,37.29,0.98,2025-01-20,04:40:00,70.8,1
14.02,83.9,37.35,0.67,2025-01-20,04:44:00,72.38,1
17.46,84.24,37.42,0.47,2025-01-20,04:48:00,71.8,1
14.92,82.99,37.49,1.92,2025-01-20,04:52:00,72.06,1
12.4,92.67,37.55,0.62,2025-01-20,04:56:00,72.55,1
15.33,82.53,37.62,0.41,2025-01-20,05:00:00,71.97,1
11.99,89.97,37.69,2.14,2025-01-20,05:04:00,71.82,1
8.61,92.11,37.75,0.3,2025-01-20,05:08:00,71.66,1
10.55,97.43,37.82,1.32,2025-01-20,05:12:00,71.06,1
8.71,100.0,37.89,0.65,2025-01-20,05:16:00,71.48,1
11.64,91.37,37.95,0.98,2025-01-20,05:20:00,72.52,1
12.27,91.79,38.02,0.88,2025-01-20,05:24:00,71.3,1
15.47,79.55,38.09,0.97,2025-01-20,05:28:00,71.36,1
12.67,89.5,38.15,2.26,2025-01-20,05:32:00,72.01,1
11.47,92.54,38.22,2.06,2025-01-20,05:36:00,70.57,1
13.47,100.0,38.29,0.42,2025-01-20,05:40:00,71.6,1
7.29,93.51,38.35,0.86,2025-01-20,05:44:00,70.44,1
12.08,99.19,38.42,0.23,2025-01-20,05:48:00,71.39,1
13.06,95.39,38.49,1.04,2025-01-20,05:52:00,71.12,1
8.47,98.7,38.55,1.18,2025-01-20,05:56:00,71.39,1
13.63,98.35,38.62,0.19,2025-01-20,06:00:00,70.53,1
11.93,93.96,38.69,0.64,2025-01-20,06:04:00,70.72,1
10.34,96.44,38.75,0.98,2025-01-20,06:08:00,71.27,1
12.36,91.2,38.82,0.79,2025-01-20,06:12:00,70.63,1
15.55,92.79,38.89,0.31,2025-01-20,06:16:00,71.21,1
11.3,98.53,38.95,0.33,2025-01-20,06:20:00,70.89,1
11.36,89.83,39.02,0.59,2025-01-20,06:24:00,70.51,1
9.88,88.59,39.09,0.5,2025-01-20,06:28:00,70.53,1
9.03,95.44,39.15,0.53,2025-01-20,06:32:00,70.64,1
12.32,87.51,39.22,0.29,2025-01-20,06:36:00,70.48,1
8.89,96.35,39.29,0.66,2025-01-20,06:40:00,70.9,1
10.69,100.0,39.35,1.56,2025-01-20,06:44:00,70.3,1
9.53,93.41,39.42,0.32,2025-01-20,06:48:00,70.15,1
11.39,92.69,39.49,0.57,2025-01-20,06:52:00,70.84,1
11.05,93.71,39.55,0.92,2025-01-20,06:56:00,70.12,1
12.42,95.62,39.62,0.26,2025-01-20,07:00:00,70.01,1
9.28,84.85,39.69,0.66,2025-01-20,07:04:00,68.99,1
9.72,92.39,39.75,1.17,2025-01-20,07:08:00,69.67,1
8.26,98.66,39.82,0.35,2025-01-20,07:12:00,69.72,1
9.3,100.0,39.89,0.7,2025-01-20,07:16:00,69.81,1
10.91,91.18,39.95,1.12,2025-01-20,07:20:00,69.67,1
11.64,83.16,40.02,2.2,2025-01-20,07:24:00,70.48,1
8.25,100.0,40.09,0.68,2025-01-20,07:28:00,69.55,1
11.81,89.1,40.15,0.42,2025-01-20,07:32:00,69.53,1
12.77,84.9,40.22,0.42,2025-01-20,07:36:00,69.91,1
10.86,90.58,40.29,0.28,2025-01-20,07:40:00,69.23,1
13.78,88.41,40.35,1.64,2025-01-20,07:44:00,70.52,1
8.47,94.28,40.42,1.08,2025-01-20,07:48:00,70.09,1
7.52,87.7,40.49,0.33,2025-01-20,07:52:00,69.05,1
6.44,100.0,40.55,0.41,2025-01-20,07:56:00,70.09,1
12.99,96.89,40.62,0.68,2025-01-20,08:00:00,70.15,1
11.31,96.29,40.69,1.17,2025-01-20,08:04:00,68.91,1
9.89,89.47,40.75,0.87,2025-01-20,08:08:00,68.85,1
10.57,93.13,40.82,0.82,2025-01-20,08:12:00,69.08,1
7.77,98.31,40.89,0.74,2025-01-20,08:16:00,68.63,1
14.93,90.6,40.95,0.34,2025-01-20,08:20:00,68.89,1
10.31,97.87,41.02,0.69,2025-01-20,08:24:00,69.03,1
10.29,90.89,41.09,1.61,2025-01-20,08:28:00,69.44,1
11.55,93.09,41.15,0.28,2025-01-20,08:32:00,69.18,1
11.09,95.66,41.22,1.62,2025-01-20,08:36:00,69.01,1
10.6,100.0,41.29,0.46,2025-01-20,08:40:00,68.79,1
8.6,100.0,41.35,0.29,2025-01-20,08:44:00,68.33,1
11.16,97.2,41.42,0.5,2025-01-20,08:48:00,69.23,1
14.02,89.39,41.49,0.56,2025-01-20,08:52:00,69.17,1
12.99,97.57,41.55,0.63,2025-01-20,08:56:00,68.53,1
13.53,91.76,41.62,0.56,2025-01-20,09:00:00,68.23,1
9.36,91.65,41.69,0.65,2025-01-20,09:04:00,69.51,1
8.46,100.0,41.75,0.72,2025-01-20,09:08:00,68.81,1
10.24,98.13,41.82,0.7,2025-01-20,09:12:00,68.83,1
10.66,91.8,41.89,0.83,2025-01-20,09:16:00,68.8,1
12.79,88.42,41.95,0.85,2025-01-20,09:20:00,67.93,1
7.28,100.0,42.02,0.87,2025-01-20,09:24:00,69.23,1
13.79,91.64,42.09,1.0,2025-01-20,09:28:00,68.23,1
10.48,95.27,42.15,0.44,2025-01-20,09:32:00,68.8,1
10.01,96.54,42.22,0.44,2025-01-20,09:36:00,69.06,1
8.91,100.0,42.29,1.18,2025-01-20,09:40:00,68.32,1
7.7,100.0,42.35,0.52,2025-01-20,09:44:00,67.64,1
12.74,91.85,42.42,0.61,2025-01-20,09:48:00,66.94,1
11.32,97.73,42.49,0.58,2025-01-20,09:52:00,68.11,1
8.67,91.83,42.55,2.16,2025-01-20,09:56:00,68.21,1
8.75,98.87,42.62,0.4,2025-01-20,10:00:00,67.74,1
10.76,100.0,42.69,0.39,2025-01-20,10:04:00,68.05,1
14.86,86.62,42.75,0.66,2025-01-20,10:08:00,68.15,1
11.09,89.12,42.82,0.59,2025-01-20,10:12:00,68.38,1
8.7,93.68,42.89,0.34,2025-01-20,10:16:00,67.72,1
11.32,87.58,42.95,0.63,2025-01-20,10:20:00,67.76,1
11.36,89.03,43.02,0.67,2025-01-20,10:24:00,67.64,1
6.62,98.22,43.09,0.49,2025-01-20,10:28:00,67.7,1
12.01,84.96,43.15,0.61,2025-01-20,10:32:00,67.38,1
11.77,92.43,43.22,0.42,2025-01-20,10:36:00,67.32,1
13.73,93.91,43.29,0.34,2025-01-20,10:40:00,67.31,1
16.15,81.23,43.36,0.52,2025-01-20,10:44:00,67.56,1
14.82,95.36,43.42,0.37,2025-01-20,10:48:00,67.01,1
12.15,94.33,43.49,0.31,2025-01-20,10:52:00,67.16,1
10.59,99.26,43.56,0.23,2025-01-20,10:56:00,68.24,1
18.08,79.6,43.62,0.75,2025-01-20,11:00:00,67.73,1
13.17,94.51,43.69,0.51,2025-01-20,11:04:00,66.76,1
13.21,84.73,43.76,1.18,2025-01-20,11:08:00,67.62,1
13.26,94.56,43.82,0.53,2025-01-20,11:12:00,67.45,1
13.84,90.11,43.89,0.75,2025-01-20,11:16:00,67.03,1
13.28,92.84,43.96,0.46,2025-01-20,11:20:00,66.68,1
12.56,85.28,44.02,0.65,2025-01-20,11:24:00,66.57,1
12.75,86.4,44.09,0.24,2025-01-20,11:28:00,67.05,1
13.92,92.11,44.16,0.52,2025-01-20,11:32:00,66.46,1
13.04,85.71,44.22,0.4,2025-01-20,11:36:00,67.38,1
12.84,93.06,44.29,1.12,2025-01-20,11:40:00,67.47,1
14.62,81.23,44.36,0.73,2025-01-20,11:44:00,66.71,1
14.04,93.18,44.42,1.03,2025-01-20,11:48:00,67.25,1
17.71,77.27,44.49,1.26,2025-01-20,11:52:00,66.43,1
9.55,98.44,44.56,0.5,2025-01-20,11:56:00,66.23,1
17.18,87.35,44.62,0.71,2025-01-20,12:00:00,67.08,1
17.64,80.05,44.69,0.36,2025-01-20,12:04:00,67.27,1
11.16,96.17,44.76,0.82,2025-01-20,12:08:00,67.41,1
14.77,89.14,44.82,0.89,2025-01-20,12:12:00,66.55,1
14.87,85.0,44.89,0.79,2025-01-20,12:16:00,66.76,1
12.96,85.52,44.96,0.5,2025-01-20,12:20:00,66.44,1
14.38,78.62,45.02,1.73,2025-01-20,12:24:00,66.93,1
13.87,90.94,45.09,0.67,2025-01-20,12:28:00,66.4,1
19.76,72.54,45.16,0.36,2025-01-20,12:32:00,66.54,1
18.29,83.05,45.22,0.94,2025-01-20,12:36:00,65.52,1
19.12,80.0,45.29,1.14,2025-01-20,12:40:00,65.92,1
18.19,86.11,45.36,0.36,2025-01-20,12:44:00,66.39,1
14.65,86.51,45.42,0.58,2025-01-20,12:48:00,66.29,1
16.03,84.31,45.49,0.3,2025-01-20,12:52:00,66.33,1
18.22,86.33,45.56,1.3,2025-01-20,12:56:00,65.89,1
14.97,89.22,45.62,0.63,2025-01-20,13:00:00,65.46,1
19.01,83.07,45.69,0.41,2025-01-20,13:04:00,65.7,1
17.27,86.44,45.76,1.15,2025-01-20,13:08:00,65.71,1
17.17,76.57,45.82,0.67,2025-01-20,13:12:00,65.75,1
19.51,84.51,45.89,1.06,2025-01-20,13:16:00,65.1,1
19.15,84.33,45.96,2.22,2025-01-20,13:20:00,65.4,1
17.71,78.35,46.02,0.38,2025-01-20,13:24:00,65.44,1
20.93,77.39,46.09,0.49,2025-01-20,13:28:00,64.31,1
16.62,84.87,46.16,0.42,2025-01-20,13:32:00,65.8,1
20.19,79.05,46.22,0.35,2025-01-20,13:36:00,65.41,1
20.31,81.2,46.29,0.27,2025-01-20,13:40:00,65.42,1
18.68,89.13,46.36,1.94,2025-01-20,13:44:00,64.97,1
20.13,85.22,46.42,0.79,2025-01-20,13:48:00,65.48,1
17.15,77.72,46.49,0.85,2025-01-20,13:52:00,64.72,1
21.67,80.6,46.56,1.23,2025-01-20,13:56:00,64.75,1
19.63,87.2,46.62,0.49,2025-01-20,14:00:00,65.35,1
19.13,83.24,46.69,0.32,2025-01-20,14:04:00,65.16,1
22.45,81.78,46.76,1.01,2025-01-20,14:08:00,64.29,1
19.11,91.39,46.82,0.34,2025-01-20,14:12:00,65.67,1
17.88,88.3,46.89,1.0,2025-01-20,14:16:00,64.45,1
17.76,84.61,46.96,0.3,2025-01-20,14:20:00,64.72,1
22.26,81.84,47.02,0.33,2025-01-20,14:24:00,65.61,1
18.66,82.74,47.09,0.47,2025-01-20,14:28:00,63.65,1
24.9,72.77,47.16,0.98,2025-01-20,14:32:00,63.78,1
17.4,82.14,47.22,1.6,2025-01-20,14:36:00,64.8,1
25.13,80.12,47.29,0.86,2025-01-20,14:40:00,63.29,1
22.33,72.41,47.36,0.48,2025-01-20,14:44:00,63.46,1
21.89,84.83,47.42,1.12,2025-01-20,14:48:00,65.02,1
21.16,80.76,47.49,0.29,2025-01-20,14:52:00,64.18,1
23.22,68.18,47.56,0.4,2025-01-20,14:56:00,65.43,1
22.51,78.07,47.62,0.71,2025-01-20,15:00:00,63.76,1
24.96,62.06,47.69,1.03,2025-01-20,15:04:00,64.07,1
23.15,78.4,47.76,0.6,2025-01-20,15:08:00,64.45,1
23.39,79.34,47.82,0.57,2025-01-20,15:12:00,64.37,1
22.53,73.25,47.89,0.59,2025-01-20,15:16:00,63.95,1
23.31,75.66,47.96,1.23,2025-01-20,15:20:00,63.71,1
24.2,83.47,48.02,0.44,2025-01-20,15:24:00,64.1,1
20.33,76.98,48.09,0.39,2025-01-20,15:28:00,64.62,1
21.21,72.89,48.16,0.58,2025-01-20,15:32:00,64.26,1
25.55,79.08,48.22,1.33,2025-01-20,15:36:00,63.52,1
24.57,82.96,48.29,0.47,2025-01-20,15:40:00,63.29,1
24.02,73.99,48.36,0.59,2025-01-20,15:44:00,63.39,1
24.58,78.19,48.42,0.3,2025-01-20,15:48:00,63.04,1
25.39,78.62,48.49,0.6,2025-01-20,15:52:00,63.71,1
23.77,70.63,48.56,0.77,2025-01-20,15:56:00,63.99,1
23.44,72.41,48.62,0.35,2025-01-20,16:00:00,63.5,1
25.54,77.84,48.69,1.23,2025-01-20,16:04:00,64.34,1
23.34,83.41,48.76,0.77,2025-01-20,16:08:00,64.32,1
26.26,73.42,48.82,0.51,2025-01-20,16:12:00,63.54,1
22.19,72.32,48.89,0.77,2025-01-20,16:16:00,63.68,1
27.79,78.24,48.96,0.89,2025-01-20,16:20:00,62.83,1
26.82,67.11,49.02,0.27,2025-01-20,16:24:00,63.05,1
26.53,68.53,49.09,0.79,2025-01-20,16:28:00,63.82,1
28.12,69.53,49.16,1.3,2025-01-20,16:32:00,62.84,1
29.62,73.33,49.22,0.44,2025-01-20,16:36:00,63.83,1
28.46,71.58,49.29,0.52,2025-01-20,16:40:00,63.59,1
22.88,77.76,49.36,0.56,2025-01-20,16:44:00,63.36,1
24.13,76.12,49.42,1.05,2025-01-20,16:48:00,62.35,1
25.57,71.86,49.49,0.38,2025-01-20,16:52:00,62.73,1
27.0,72.29,49.56,0.87,2025-01-20,16:56:00,63.15,1
28.11,55.19,49.62,0.57,2025-01-20,17:00:00,62.29,1
25.74,69.9,49.69,1.66,2025-01-20,17:04:00,62.64,1
27.69,69.68,49.76,0.59,2025-01-20,17:08:00,63.06,1
25.92,65.36,49.82,0.23,2025-01-20,17:12:00,62.35,1
26.32,72.45,49.89,0.96,2025-01-20,17:16:00,62.16,1
24.85,71.71,49.96,0.85,2025-01-20,17:20:00,61.63,1
25.92,79.89,50.03,0.76,2025-01-20,17:24:00,62.29,1
25.18,80.1,50.09,1.29,2025-01-20,17:28:00,62.82,1
26.03,68.62,50.16,0.28,2025-01-20,17:32:00,61.94,1
30.2,63.95,50.23,0.41,2025-01-20,17:36:00,62.34,1
26.29,70.19,50.29,0.67,2025-01-20,17:40:00,62.17,1
33.56,57.41,50.36,0.73,2025-01-20,17:44:00,61.9,1
29.37,66.92,50.43,0.62,2025-01-20,17:48:00,62.6,1
28.85,62.93,50.49,0.3,2025-01-20,17:52:00,62.95,1
26.85,64.06,50.56,0.52,2025-01-20,17:56:00,62.58,1
30.06,68.02,50.63,1.59,2025-01-20,18:00:00,61.68,1
27.59,71.76,50.69,0.37,2025-01-20,18:04:00,62.98,1
29.07,62.37,50.76,0.66,2025-01-20,18:08:00,62.43,1
34.03,63.43,50.83,0.88,2025-01-20,18:12:00,61.65,1
28.8,63.65,50.89,1.04,2025-01-20,18:16:00,61.44,1
31.36,64.22,50.96,0.97,2025-01-20,18:20:00,62.34,1
27.73,72.51,51.03,0.51,2025-01-20,18:24:00,61.82,1
29.14,66.13,51.09,0.42,2025-01-20,18:28:00,61.26,1
32.81,63.05,51.16,1.67,2025-01-20,18:32:00,61.56,1
28.08,65.3,51.23,1.09,2025-01-20,18:36:00,61.38,1
33.02,59.48,51.29,0.7,2025-01-20,18:40:00,61.12,1
30.87,62.66,51.36,1.42,2025-01-20,18:44:00,61.99,1
28.39,63.69,51.43,0.33,2025-01-20,18:48:00,61.82,1
30.83,62.87,51.49,0.24,2025-01-20,18:52:00,61.8,1
31.56,54.92,51.56,0.73,2025-01-20,18:56:00,61.74,1
30.9,61.19,51.63,0.75,2025-01-20,19:00:00,60.82,1
26.56,68.73,51.69,0.32,2025-01-20,19:04:00,60.93,1
28.29,66.28,51.76,1.07,2025-01-20,19:08:00,61.91,1
29.29,64.86,51.83,0.26,2025-01-20,19:12:00,61.18,1
29.67,65.19,51.89,0.83,2025-01-20,19:16:00,60.35,1
31.09,65.76,51.96,0.93,2025-01-20,19:20:00,61.14,1
30.23,69.02,52.03,0.73,2025-01-20,19:24:00,61.31,1
27.23,65.9,52.09,0.31,2025-01-20,19:28:00,61.19,1
30.69,57.96,52.16,1.29,2025-01-20,19:32:00,60.41,1
31.17,58.04,52.23,0.52,2025-01-20,19:36:00,61.77,1
31.08,60.94,52.29,0.52,2025-01-20,19:40:00,60.03,1
32.14,60.03,52.36,0.47,2025-01-20,19:44:00,60.79,1
31.65,58.67,52.43,0.99,2025-01-20,19:48:00,61.55,1
30.91,57.15,52.49,0.51,2025-01-20,19:52:00,60.93,1
29.86,62.93,52.56,0.37,2025-01-20,19:56:00,61.0,1
26.68,70.89,52.63,1.15,2025-01-20,20:00:00,60.0,1
30.86,66.69,52.69,0.66,2025-01-20,20:04:00,60.65,1
30.41,61.6,52.76,1.17,2025-01-20,20:08:00,60.41,1
30.53,62.14,52.83,0.69,2025-01-20,20:12:00,59.82,1
27.42,64.23,52.89,0.46,2025-01-20,20:16:00,60.76,1
